Id,ExtLinks,CreateDate,UpdateDate,Bioproject,Biosample,Experiment,Experiment_name,Experiment_status,Experiment_ver,Instrument_ILLUMINA,LibraryLayout,LibraryName,LibrarySelection,LibrarySource,LibraryStrategy,Organism_ScientificName,Organism_taxid,Sample,Sample_name,Study,Study_name,Submitter,Submitter_center_name,Submitter_contact_name,Submitter_lab_name,Run,Run_cluster_name,Run_is_public,Run_load_done,Run_static_data_available,Run_total_bases,Run_total_spots
4075983,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838100,31V1,public,1,NextSeq 500,PAIRED,G15-003-377,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580257,public,true,true,true,830296636,2760140
4075982,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838099,26V6,public,1,NextSeq 500,PAIRED,G15-003-271,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580258,public,true,true,true,6146774818,20353559
4075981,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838098,26V6,public,1,NextSeq 500,PAIRED,G15-003-272,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580259,public,true,true,true,5878695156,19465878
4075980,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838097,26V6,public,1,NextSeq 500,PAIRED,G15-003-273,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580260,public,true,true,true,9538917338,31585819
4075979,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838096,27V1,public,1,NextSeq 500,PAIRED,G15-003-274,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580261,public,true,true,true,3287358486,10885293
4075978,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838095,27V1,public,1,NextSeq 500,PAIRED,G15-003-275,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580262,public,true,true,true,1012586341,3366043
4075977,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838094,27V1,public,1,NextSeq 500,PAIRED,G15-003-276,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580263,public,true,true,true,1009629051,3356244
4075976,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838093,27V1,public,1,NextSeq 500,PAIRED,G15-003-277,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580264,public,true,true,true,1024053396,3403112
4075975,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838092,27V1,public,1,NextSeq 500,PAIRED,G15-003-278,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580265,public,true,true,true,988471199,3284905
4075974,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838091,21V1,public,1,NextSeq 500,PAIRED,G15-003-160,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580266,public,true,true,true,865635302,2876830
4075973,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838090,21V1,public,1,NextSeq 500,PAIRED,G15-003-159,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580267,public,true,true,true,712880977,2370146
4075972,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838089,32V3,public,1,NextSeq 500,PAIRED,G15-003-410,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580268,public,true,true,true,952460452,3165226
4075971,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838088,32V3,public,1,NextSeq 500,PAIRED,G15-003-409,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580269,public,true,true,true,988286752,3284221
4075970,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838087,30V3,public,1,NextSeq 500,PAIRED,G15-003-352,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580270,public,true,true,true,955179821,3174919
4075969,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838086,21V1,public,1,NextSeq 500,PAIRED,G15-003-152,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580271,public,true,true,true,2726721156,9028878
4075968,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838085,20V6,public,1,NextSeq 500,PAIRED,G15-003-151,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580272,public,true,true,true,9588181994,31748947
4075967,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838084,21V1,public,1,NextSeq 500,PAIRED,G15-003-154,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580273,public,true,true,true,859426307,2857225
4075966,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838083,21V1,public,1,NextSeq 500,PAIRED,G15-003-153,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580274,public,true,true,true,733050004,2437598
4075965,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838082,21V1,public,1,NextSeq 500,PAIRED,G15-003-156,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580275,public,true,true,true,858866857,2855211
4075964,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838081,21V1,public,1,NextSeq 500,PAIRED,G15-003-155,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580276,public,true,true,true,713234363,2371859
4075963,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838080,21V1,public,1,NextSeq 500,PAIRED,G15-003-158,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580277,public,true,true,true,867385278,2882754
4075962,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838079,21V1,public,1,NextSeq 500,PAIRED,G15-003-157,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580278,public,true,true,true,725208771,2411167
4075961,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838078,32V1,public,1,NextSeq 500,PAIRED,G15-003-400,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580279,public,true,true,true,841225625,2797318
4075960,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838077,32V1,public,1,NextSeq 500,PAIRED,G15-003-399,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580280,public,true,true,true,912794474,3034542
4075959,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838076,12V1,public,1,NextSeq 500,PAIRED,G15-003-049,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580281,public,true,true,true,873717544,2904002
4075958,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838075,12V1,public,1,NextSeq 500,PAIRED,G15-003-050,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580282,public,true,true,true,709460656,2358751
4075957,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838074,31V5,public,1,NextSeq 500,PAIRED,G15-003-394,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580283,public,true,true,true,900015274,2991433
4075956,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838073,31V5,public,1,NextSeq 500,PAIRED,G15-003-393,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580284,public,true,true,true,810065517,2693299
4075955,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838072,31V5,public,1,NextSeq 500,PAIRED,G15-003-392,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580285,public,true,true,true,893169381,2969514
4075954,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838071,31V5,public,1,NextSeq 500,PAIRED,G15-003-391,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580286,public,true,true,true,799971926,2660402
4075953,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838070,32V1,public,1,NextSeq 500,PAIRED,G15-003-398,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580287,public,true,true,true,860649618,2861678
4075952,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838069,32V1,public,1,NextSeq 500,PAIRED,G15-003-397,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580288,public,true,true,true,3110664326,10300213
4075951,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838068,31V5,public,1,NextSeq 500,PAIRED,G15-003-396,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580289,public,true,true,true,897621138,2983372
4075950,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838067,31V5,public,1,NextSeq 500,PAIRED,G15-003-395,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580290,public,true,true,true,799812987,2659051
4057385,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821583,44V3,public,1,NextSeq 500,PAIRED,G15-003-618,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558335,public,true,true,true,2736851444,9062422
4057384,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821582,44V3,public,1,NextSeq 500,PAIRED,G15-003-619,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558336,public,true,true,true,746974789,2484093
4057383,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821581,4V3,public,1,NextSeq 500,PAIRED,G15-003-709,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558337,public,true,true,true,2967058192,9824696
4057382,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821580,44V1,public,1,NextSeq 500,PAIRED,G15-003-610,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558338,public,true,true,true,673291374,2239292
4057381,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821579,44V1,public,1,NextSeq 500,PAIRED,G15-003-611,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558339,public,true,true,true,758420743,2521866
4057380,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821578,44V1,public,1,NextSeq 500,PAIRED,G15-003-612,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558340,public,true,true,true,665234947,2212627
4057379,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821577,44V1,public,1,NextSeq 500,PAIRED,G15-003-613,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558341,public,true,true,true,763247413,2537771
4057378,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821576,44V1,public,1,NextSeq 500,PAIRED,G15-003-614,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558342,public,true,true,true,663651519,2206917
4057377,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821575,44V1,public,1,NextSeq 500,PAIRED,G15-003-615,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558343,public,true,true,true,765611058,2544877
4057376,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821574,44V1,public,1,NextSeq 500,PAIRED,G15-003-616,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558344,public,true,true,true,664423398,2209434
4057375,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821573,44V1,public,1,NextSeq 500,PAIRED,G15-003-617,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558345,public,true,true,true,772396561,2567378
4057374,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821572,37V3,public,1,NextSeq 500,PAIRED,G15-003-494,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558346,public,true,true,true,891863745,2964824
4057373,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821571,37V3,public,1,NextSeq 500,PAIRED,G15-003-495,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558347,public,true,true,true,768466635,2554885
4057372,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821570,37V3,public,1,NextSeq 500,PAIRED,G15-003-496,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558348,public,true,true,true,899174405,2988313
4057371,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821569,37V3,public,1,NextSeq 500,PAIRED,G15-003-497,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558349,public,true,true,true,763439593,2538086
4057370,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821568,37V3,public,1,NextSeq 500,PAIRED,G15-003-490,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558350,public,true,true,true,2823995356,9350978
4057369,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821567,37V3,public,1,NextSeq 500,PAIRED,G15-003-491,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558351,public,true,true,true,777133886,2584138
4057368,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821566,37V3,public,1,NextSeq 500,PAIRED,G15-003-492,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558352,public,true,true,true,891962339,2965334
4057367,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821565,37V3,public,1,NextSeq 500,PAIRED,G15-003-493,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558353,public,true,true,true,759056880,2524106
4057366,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821564,37V3,public,1,NextSeq 500,PAIRED,G15-003-498,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558354,public,true,true,true,898913493,2987300
4057365,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821563,37V5,public,1,NextSeq 500,PAIRED,G15-003-499,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558355,public,true,true,true,2874379828,9517814
4057364,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821562,8V3,public,1,NextSeq 500,PAIRED,G15-003-834,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558356,public,true,true,true,858110096,2853441
4057363,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821561,8V3,public,1,NextSeq 500,PAIRED,G15-003-835,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558357,public,true,true,true,781398480,2598192
4057362,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821560,8V3,public,1,NextSeq 500,PAIRED,G15-003-836,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558358,public,true,true,true,863371029,2870007
4057361,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821559,8V3,public,1,NextSeq 500,PAIRED,G15-003-837,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558359,public,true,true,true,774305967,2574561
4057360,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821558,8V3,public,1,NextSeq 500,PAIRED,G15-003-830,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558360,public,true,true,true,2860044794,9470347
4057359,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821557,8V3,public,1,NextSeq 500,PAIRED,G15-003-831,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558361,public,true,true,true,789450738,2625465
4057358,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821556,50V1,public,1,NextSeq 500,PAIRED,G15-003-719,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558362,public,true,true,true,2967974460,9827730
4057357,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821555,4V5,public,1,NextSeq 500,PAIRED,G15-003-718,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558363,public,true,true,true,883187513,2935289
4057356,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821554,4V5,public,1,NextSeq 500,PAIRED,G15-003-717,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558364,public,true,true,true,913712384,3036740
4057355,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821553,4V5,public,1,NextSeq 500,PAIRED,G15-003-716,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558365,public,true,true,true,901548938,2997255
4057354,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821552,4V5,public,1,NextSeq 500,PAIRED,G15-003-715,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558366,public,true,true,true,904966292,3008629
4057353,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821551,4V5,public,1,NextSeq 500,PAIRED,G15-003-714,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558367,public,true,true,true,2821730054,9343477
4057352,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821550,8V3,public,1,NextSeq 500,PAIRED,G15-003-838,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558368,public,true,true,true,860638506,2860893
4057351,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821549,8V5,public,1,NextSeq 500,PAIRED,G15-003-839,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558369,public,true,true,true,2742819266,9082183
4057350,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821548,4V3,public,1,NextSeq 500,PAIRED,G15-003-711,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558370,public,true,true,true,904758733,3007912
4057349,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821547,4V3,public,1,NextSeq 500,PAIRED,G15-003-710,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558371,public,true,true,true,912182293,3032459
4057348,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821546,9V3,public,1,NextSeq 500,PAIRED,G15-003-853,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558372,public,true,true,true,898040419,2985030
4057347,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821545,9V3,public,1,NextSeq 500,PAIRED,G15-003-852,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558373,public,true,true,true,929757953,3090402
4057346,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821544,9V3,public,1,NextSeq 500,PAIRED,G15-003-851,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558374,public,true,true,true,916081198,3045932
4057345,,2017/05/20,2017/05/15,PRJNA361402,SAMN06233224,SRX2821543,5V3,public,1,NextSeq 500,PAIRED,G15-003-769,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561764,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5558375,public,true,true,true,2543177032,8421116
